loan_id,origination_date,borrower_id,loan_amount,interest_rate,loan_term_months,credit_score,debt_to_income_ratio,loan_purpose,loan_status,annual_income,state
1767,2021-08-24,2269,75488.34,6.22,60,791.0,0.3832,Education,Current,88713.38,PA
1768,2025-05-04,281,22457.4,20.83,60,600.0,0.4515,Education,Delinquent,362593.06,FL
1769,2017-07-02,1720,305730.79,18.91,60,584.0,0.4693,Business,Current,207997.58,MD
1770,2019-06-24,1772,8785.24,9.64,60,678.0,0.185,Personal,Current,35140.73,IL
1771,2020-10-18,360,56815.5,9.85,36,745.0,0.1333,Auto,Current,25647.17,CO
1772,2022-08-15,2432,432401.32,12.27,84,557.0,0.3411,Business,Current,283505.8,FL
1773,2023-07-04,1544,39093.46,17.46,60,645.0,0.4022,Auto,Current,427525.01,NY
1774,2018-01-21,1398,33887.02,9.55,36,709.0,0.3144,Home Improvement,Current,454429.29,DE
1775,2018-08-15,1852,4643.67,12.19,60,690.0,0.538,Personal,Current,27090.35,GA
1776,2021-12-19,848,16725.73,13.99,84,622.0,0.3889,Personal,Paid Off,202574.0,FL
1777,2024-10-06,1207,63966.19,15.8,60,635.0,0.4461,Business,Paid Off,389603.77,MA
1778,2020-03-29,2223,31669.94,20.1,36,644.0,0.4221,Personal,Current,545566.78,PA
1779,2019-02-06,761,46154.61,10.92,60,664.0,0.0988,Auto,Current,294726.28,MI
1780,2024-09-14,111,6942.98,7.85,36,731.0,0.3744,Personal,Current,30858.63,PA
1781,2022-01-01,1776,22128.85,17.02,84,629.0,0.4538,Personal,Current,40102.58,NC
1782,2018-03-09,43,13441.36,18.54,120,640.0,0.2435,Auto,Paid Off,52241.53,NC
1783,2021-10-16,1771,58634.22,14.75,60,632.0,0.3077,Home Improvement,Delinquent,32507.25,VA
1784,2019-05-28,126,20357.37,5.25,84,753.0,0.2299,Personal,Delinquent,462721.04,NJ
1785,2023-03-29,205,41317.26,12.86,60,686.0,0.2358,Auto,Delinquent,33588.4,NJ
1786,2019-11-02,1474,58301.52,7.39,36,706.0,0.1706,Home Improvement,Current,29124.53,MI
1787,2017-06-29,53,16529.84,14.51,60,618.0,0.3473,Home Improvement,Current,511967.72,CA
1788,2020-07-31,546,14121.14,14.27,60,623.0,0.4406,Home Improvement,Paid Off,29885.6,TX
1789,2020-05-02,69,47195.28,9.8,60,711.0,0.3335,Auto,Current,545131.48,OH
1790,2018-12-14,2496,51690.51,15.51,120,588.0,0.2329,Auto,Paid Off,25748.51,GA
1791,2023-01-04,2002,59162.4,8.03,36,708.0,0.391,Home Improvement,Current,37597.69,TX
1792,2021-12-20,2220,275057.24,14.38,60,596.0,0.4185,Business,Delinquent,298076.24,CA
1793,2022-01-09,2010,14885.57,5.89,60,843.0,0.0955,Auto,Current,53399.36,CT
1794,2015-07-05,1425,340473.06,9.14,84,682.0,0.5032,Business,Current,503831.53,PA
1795,2024-07-02,184,19379.83,8.41,84,726.0,0.4688,Home Improvement,Default,36022.27,PA
1796,2016-10-23,138,46482.78,5.37,84,800.0,0.3624,Auto,Current,234854.37,MA
1797,2018-04-23,900,29033.89,12.3,120,661.0,0.4406,Auto,Current,37594.49,PA
1798,2022-05-29,797,19897.67,11.49,36,662.0,0.3543,Home Improvement,Current,44177.0,VA
1799,2019-04-24,133,67695.88,12.9,84,608.0,0.2906,Home Improvement,Paid Off,527689.95,VA
1800,2018-02-09,81,46402.65,18.56,84,585.0,0.3969,Personal,Paid Off,29597.89,WA
1801,2018-06-01,1587,20636.15,6.83,60,718.0,0.2286,Home Improvement,Current,433528.37,MD
1802,2021-02-24,2180,6018.5,5.72,60,755.0,0.0946,Personal,Paid Off,61640.37,MN
1803,2018-06-05,759,40906.51,9.64,60,697.0,0.273,Personal,Current,33600.17,Pennsylvania
1804,2017-04-04,542,34908.78,20.51,60,610.0,0.3228,Home Improvement,Paid Off,38231.93,OH
1805,2024-01-11,1020,54662.56,9.41,84,738.0,0.4783,Home Improvement,Current,560309.77,NJ
1806,2018-02-16,1815,21934.95,13.53,84,507.0,0.5013,Home Improvement,Delinquent,245773.93,PA
1807,2016-05-12,984,64751.48,12.03,120,533.0,0.084,Home Improvement,Current,32512.62,NY
1808,2019-04-13,2474,51454.22,9.58,60,662.0,0.5392,Auto,Current,36684.97,MD
1809,2022-02-17,166,37561.0,9.43,84,651.0,0.4273,Auto,Paid Off,43096.92,PA
1810,2023-10-31,249,20310.01,15.23,60,634.0,0.5329,Personal,Delinquent,515980.48,PA
1811,2022-12-17,1332,9008.51,10.43,36,689.0,0.1151,Personal,Current,35397.17,NY
1812,2017-08-06,447,276312.11,6.56,120,749.0,0.2469,Business,Current,49181.87,NY
1813,2023-10-24,1905,54199.9,8.63,36,731.0,0.2956,Home Improvement,Current,95502.83,NJ
1814,2016-12-30,859,33821.61,6.92,36,833.0,0.3887,Auto,Current,32301.69,NJ
1815,2019-12-19,1359,404824.7,11.77,84,683.0,0.1674,Business,Current,178137.82,Florida
1816,2021-09-06,1912,44837.65,7.43,36,824.0,0.4028,Auto,Current,157219.89,NY
1817,2023-06-24,98,75846.75,10.87,84,680.0,0.2428,Education,Current,36409.16,PA
1818,2018-06-10,1843,8578.37,6.69,60,772.0,0.4007,Auto,Current,33412.1,MN
1819,2017-10-25,806,295133.96,9.2,120,703.0,0.2437,Business,Current,38856.03,FL
1820,2020-09-10,738,19740.66,9.55,84,687.0,0.2382,Home Improvement,Current,468480.0,IL
1821,2020-07-21,2390,65975.71,19.53,120,597.0,0.183,Home Improvement,Current,93172.51,PA
1822,2021-01-22,1936,54334.67,8.98,36,737.0,0.2302,Home Improvement,Current,506214.36,PA
1823,2022-01-11,2307,46975.16,15.35,84,631.0,0.2127,Personal,Current,27367.0,TX
1824,2018-06-28,103,65187.34,18.28,84,597.0,0.4369,Education,Current,31935.58,NJ
1825,2018-05-01,435,44459.36,18.27,84,600.0,0.0969,Home Improvement,Current,265755.1,AZ
1826,2020-06-29,75,47523.3,13.2,60,583.0,0.4367,Auto,Current,24764.25,VA
1827,2020-01-06,578,48588.78,19.14,60,560.0,0.5116,Home Improvement,Default,34629.32,MI
1828,2016-09-08,1897,41910.55,8.43,60,704.0,0.4129,Home Improvement,Current,115841.75,VA
1829,2020-11-20,1981,59242.14,9.22,36,654.0,0.3984,Home Improvement,Delinquent,37125.8,AZ
1830,2024-04-01,1231,9579.23,16.53,84,625.0,0.2943,Personal,Delinquent,550063.92,VA
1831,2025-01-31,919,9586.29,8.42,60,745.0,0.4083,Auto,Current,26706.46,AZ
1832,2024-12-26,1327,48087.83,7.45,36,758.0,0.3166,Personal,Current,40227.94,NC
1833,2017-10-29,2340,42372.42,11.92,60,690.0,0.327,Auto,Paid Off,32450.98,PA
1834,2022-04-20,2310,91722.55,8.73,120,717.0,0.5369,Education,Paid Off,33058.51,CO
1835,2017-02-22,2356,21901.23,5.21,60,760.0,0.3563,Auto,Current,371376.94,VA
1836,2018-06-19,763,33772.02,7.26,36,845.0,0.4921,Home Improvement,Delinquent,115076.82,NY
1837,2022-03-17,2137,33653.98,18.66,120,610.0,0.3828,Auto,Paid Off,41086.54,NY
1838,2019-07-28,990,14698.53,13.3,60,651.0,0.5018,Auto,Current,26012.15,PA
1839,2017-08-26,389,66354.3,19.66,60,619.0,0.1436,Home Improvement,Current,28223.51,DE
1840,2018-10-03,236,57867.6,7.57,60,733.0,0.5375,Education,Current,247006.02,CT
1841,2020-01-21,2311,94231.18,7.49,84,802.0,0.1298,Education,Current,579622.49,VA
1842,2017-06-06,268,15526.9,9.78,120,678.0,0.5147,Auto,Current,24149.72,PA
1843,2022-05-12,1330,191082.87,15.06,60,632.0,0.4279,Business,Delinquent,201292.53,MI
1844,2022-10-13,1877,16171.6,12.92,120,678.0,0.2941,Personal,Current,101602.2,Florida
1845,2022-06-28,118,17685.85,5.1,36,779.0,0.1457,Auto,Current,38028.02,NY
1846,2021-07-16,438,60205.29,5.59,84,838.0,0.3931,Home Improvement,Paid Off,33089.08,PA
1847,2021-05-09,674,13128.71,18.94,84,591.0,0.515,Home Improvement,Current,32560.02,VA
1848,2022-12-13,250,43198.35,9.39,36,697.0,0.0902,Auto,Current,36262.66,Pennsylvania
1849,2022-07-16,2151,45820.38,20.23,84,581.0,0.4354,Home Improvement,Current,131521.35,FL
1850,2022-12-12,1575,464615.09,6.83,120,828.0,0.2259,Business,Current,31000.36,MD
1851,2021-04-18,2522,54976.35,12.99,36,,0.4371,Home Improvement,Delinquent,51357.57,MD
1852,2018-03-24,95,59454.79,14.87,84,578.0,0.112,Home Improvement,Paid Off,58101.41,CA
1853,2023-01-24,1948,95024.43,6.56,60,787.0,0.1387,Business,Delinquent,468341.89,MA
1854,2020-10-23,34,32324.11,19.51,84,623.0,0.1617,Personal,Current,34010.35,MD
1855,2024-02-21,2285,46120.59,16.17,60,551.0,0.2692,Home Improvement,Default,36690.64,DE
1856,2022-05-26,2157,11115.49,18.34,60,575.0,0.4034,Home Improvement,Paid Off,29824.6,FL
1857,2018-02-02,2308,36607.23,6.16,84,794.0,0.2525,Home Improvement,Current,505015.3,CT
1858,2019-11-27,449,30162.53,13.59,60,600.0,0.3111,Home Improvement,Current,347310.99,MI
1859,2022-03-21,1470,3376.64,9.18,60,683.0,0.4056,Personal,Current,26889.72,OH
1860,2019-02-02,1796,80173.02,12.74,60,606.0,0.4995,Education,Current,30198.42,NY
1861,2018-02-18,717,68222.75,8.06,120,717.0,0.2114,Home Improvement,Current,42241.76,PA
1862,2021-02-19,1992,21631.67,16.78,120,640.0,0.523,Auto,Current,517612.48,NY
1863,2020-08-02,2198,39295.63,12.17,60,602.0,0.0908,Home Improvement,Delinquent,268283.43,FL
1864,2016-09-15,1,35102.85,10.07,84,666.0,0.4062,Home Improvement,Current,299800.39,PA
1865,2018-04-19,457,167707.06,5.26,84,780.0,0.226,Business,Current,32001.53,OH
1866,2018-09-20,1102,24901.09,7.39,60,803.0,0.2809,Personal,Delinquent,29873.89,MD
1867,2020-07-26,1109,31460.07,19.22,84,618.0,0.3072,Auto,Paid Off,444860.98,CA
1868,2023-10-23,1933,81441.14,8.37,36,724.0,0.3253,Education,Current,65881.29,TX
1869,2017-12-08,83,35244.32,19.18,60,514.0,0.2008,Personal,Current,33119.79,TX
1870,2024-01-26,1482,31135.38,12.06,36,536.0,0.2085,Personal,Default,249110.45,CO
1871,2024-12-01,2441,25735.4,6.78,60,811.0,0.5312,Auto,Paid Off,160601.6,PA
1872,2020-06-05,677,60261.2,11.12,60,687.0,0.1393,Home Improvement,Current,599814.83,CA
1873,2022-06-04,1589,11630.56,12.77,84,695.0,0.2174,Home Improvement,Paid Off,37198.09,AZ
1874,2016-10-03,2149,70943.73,8.01,36,726.0,0.4672,Home Improvement,Current,243163.37,NJ
1875,2021-05-15,1047,54419.5,9.3,36,728.0,0.5318,Home Improvement,Paid Off,34649.03,FL
1876,2019-02-10,1461,78043.66,12.82,60,656.0,0.1079,Home Improvement,Current,27256.32,DE
1877,2018-03-18,771,38390.03,5.43,120,765.0,0.2016,Auto,Paid Off,201212.27,MA
1878,2021-01-31,1669,25185.06,13.05,120,688.0,0.3378,Auto,Current,410730.61,CT
1879,2023-09-11,1917,28391.41,9.8,36,658.0,0.3009,Auto,Current,24276.99,MD
1880,2018-06-03,2015,351710.08,20.92,84,543.0,0.134,Business,Current,588099.3,PA
1881,2023-10-24,518,24402.58,7.27,36,717.0,0.0874,Education,Current,42121.81,CT
1882,2023-11-23,823,12875.95,9.85,36,736.0,0.1352,Auto,Current,31856.41,CA
1883,2023-10-19,405,37225.01,7.65,36,704.0,0.2977,Home Improvement,Current,55944.85,CA
1884,2018-05-12,385,53890.35,18.23,36,580.0,0.4459,Home Improvement,Delinquent,392873.32,NY
1885,2018-12-08,2043,26429.8,14.66,36,627.0,0.1885,Auto,Paid Off,181142.77,VA
1886,2021-11-06,2096,40652.44,18.58,84,646.0,0.1538,Personal,Paid Off,56776.16,NJ
1887,2019-01-26,105,19468.99,11.68,60,657.0,0.2977,Auto,Paid Off,587037.41,FL
1888,2019-08-05,1634,58092.08,13.63,36,647.0,0.1021,Education,Current,401896.3,CA
1889,2020-06-11,2409,47159.02,14.93,60,621.0,0.2141,Home Improvement,Current,34252.66,NY
1890,2018-12-30,689,74872.22,19.14,84,649.0,0.2181,Home Improvement,Current,457317.07,TX
1891,2022-11-08,795,40995.83,6.19,60,779.0,0.4493,Home Improvement,Current,29812.85,WA
1892,2023-05-15,827,53763.82,10.99,84,651.0,0.0937,Auto,Current,503289.46,NJ
1893,2016-07-03,1878,34331.63,8.06,84,711.0,0.1948,Home Improvement,Current,35773.76,NJ
1894,2018-10-17,1241,58807.99,6.3,120,791.0,0.2247,Home Improvement,Current,31722.78,IL
1895,2020-09-22,63,457878.24,20.84,60,642.0,0.2568,Business,Current,588198.95,NJ
1896,2021-07-22,1306,31440.44,12.79,36,593.0,0.2789,Personal,Current,403216.67,MN
1897,2017-06-16,853,51138.57,18.13,120,617.0,0.3292,Auto,Current,32671.95,NJ
1898,2020-08-17,2461,11851.58,19.07,36,600.0,0.5462,Auto,Current,108738.01,MD
1899,2021-11-26,177,209942.59,13.45,84,689.0,0.4912,Business,Current,400826.47,NJ
1900,2017-09-29,1263,480516.25,6.89,36,839.0,0.3889,Business,Current,36646.03,MN
1901,2022-07-22,224,39168.33,7.28,60,748.0,0.2005,Home Improvement,Current,315289.46,MI
1902,2023-05-25,146,18958.39,8.98,84,748.0,0.4613,Home Improvement,Delinquent,38281.04,MI
1903,2020-05-01,1089,56228.87,12.41,36,686.0,0.3993,Auto,Current,34798.11,TX
1904,2019-05-06,374,42480.6,8.14,36,700.0,0.4347,Personal,Current,28942.73,CA
1905,2024-03-22,1825,11612.11,7.41,36,848.0,0.3804,Home Improvement,Current,33992.95,FL
1906,2019-09-15,2131,6232.84,15.98,84,610.0,0.1068,Personal,Paid Off,47017.21,FL
1907,2018-05-09,1143,6688.97,14.25,60,618.0,0.4551,Personal,Paid Off,33619.31,NJ
1908,2015-12-10,2417,60884.12,12.45,60,680.0,0.187,Home Improvement,Delinquent,333146.82,PA
1909,2016-03-16,2186,11289.42,6.55,60,818.0,0.5418,Personal,Current,29022.61,PA
1910,2017-03-05,1275,27873.91,9.39,60,676.0,0.4573,Auto,Current,37777.18,CO
1911,2016-08-09,1266,55949.46,7.86,120,714.0,0.2879,Auto,Current,306447.48,PA
1912,2021-10-27,2300,25135.73,6.15,84,776.0,0.3596,Personal,Current,584340.43,FL
1913,2022-04-23,2369,51238.52,13.41,60,666.0,0.4281,Home Improvement,Current,99176.25,CT
1914,2022-02-24,10,33939.64,19.64,36,609.0,0.5187,Personal,Current,340266.84,MI
1915,2020-08-02,450,41305.16,7.4,36,807.0,0.3495,Home Improvement,Current,37951.77,TX
1916,2021-07-25,1839,44345.94,8.5,84,747.0,0.2027,Personal,Current,43789.12,VA
1917,2016-12-04,709,47190.6,20.2,84,593.0,0.4755,Auto,Current,29129.97,PA
1918,2023-02-10,256,53077.91,6.64,36,746.0,0.1556,Home Improvement,Current,39908.15,NJ
1919,2020-01-22,883,25002.33,18.81,36,628.0,0.2995,Home Improvement,Current,49790.47,MA
1920,2018-06-04,1618,32921.25,9.57,36,712.0,0.2128,Business,Current,36143.09,CO
1921,2021-09-08,390,25122.09,6.48,120,756.0,0.3279,Auto,Current,37648.97,FL
1922,2022-06-13,1277,38476.54,20.68,60,615.0,0.1295,Personal,Current,448684.97,GA
1923,2022-09-28,2420,61119.34,5.04,60,850.0,0.5194,Home Improvement,Paid Off,329775.85,IL
1924,2023-08-31,1582,52555.57,18.99,84,603.0,0.1701,Auto,Current,28286.51,NJ
1925,2020-03-18,909,35094.88,13.81,84,622.0,0.1238,Auto,Paid Off,382773.64,PA
1926,2021-08-12,925,49477.22,18.38,84,580.0,0.2802,Auto,Current,502413.72,IL
1927,2022-09-16,752,77703.18,8.58,60,705.0,0.5395,Education,Current,104364.17,NC
1928,2024-04-14,1940,45952.34,15.38,84,557.0,0.1952,Auto,Delinquent,26954.68,MA
1929,2022-07-26,461,28885.74,9.03,84,679.0,0.1963,Personal,Current,25104.57,PA
1930,2017-10-15,1748,47635.44,11.31,60,685.0,0.4626,Personal,Current,27693.95,TX
1931,2018-06-03,1998,29337.82,10.23,36,694.0,0.5135,Personal,Delinquent,118560.5,GA
1932,2018-11-09,1225,171318.86,15.89,120,640.0,0.404,Business,Paid Off,333872.81,NY
1933,2022-05-23,1169,51238.49,18.74,120,593.0,0.4633,Home Improvement,Current,32722.69,MI
1934,2019-07-16,959,62743.99,13.17,60,619.0,0.1255,Home Improvement,Paid Off,469970.27,CA
1935,2016-01-29,502,148317.36,6.02,36,756.0,0.45,Business,Current,24152.56,PA
1936,2021-01-14,1728,40826.2,17.2,84,619.0,0.158,Personal,Delinquent,27015.77,CA
1937,2015-11-12,740,74452.31,11.34,84,,0.2526,Education,Paid Off,299875.59,New York
1938,2016-06-10,41,76992.32,6.35,36,796.0,0.1179,Home Improvement,Current,508756.57,NJ
1939,2016-08-17,869,26335.09,14.05,84,505.0,0.4639,Home Improvement,Default,228564.93,NJ
1940,2018-04-05,732,46847.48,8.9,60,737.0,0.1067,Education,Current,365188.46,MI
1941,2020-03-26,540,28918.12,13.14,84,686.0,0.1955,Personal,Current,48530.08,GA
1942,2018-04-13,1202,38603.25,14.53,60,632.0,0.1938,Auto,Current,57221.74,NJ
1943,2017-08-16,1340,88856.97,20.12,60,587.0,0.4367,Education,Current,389133.38,NY
1944,2018-07-15,698,57780.26,18.66,84,565.0,0.2073,Auto,Paid Off,210200.46,NJ
1945,2020-06-12,1672,38618.76,9.12,60,749.0,0.4226,Home Improvement,Current,490306.75,FL
1946,2020-01-01,2109,19182.75,18.57,84,588.0,0.1526,Auto,Paid Off,354384.78,GA
1947,2020-12-10,2098,13940.68,8.5,36,736.0,0.4975,Home Improvement,Paid Off,572123.79,TX
1948,2015-07-07,1372,29091.17,6.77,36,836.0,0.4589,Personal,Paid Off,47289.23,CA
1949,2020-01-31,1146,371138.6,5.94,120,760.0,0.3004,Business,Delinquent,265727.56,NY
1950,2025-08-03,1032,14556.92,9.59,36,731.0,0.0933,Auto,Delinquent,27013.03,GA
1951,2018-01-26,373,371823.02,12.81,36,699.0,0.4619,Business,Current,56541.05,CO
1952,2019-06-01,668,44539.71,6.94,60,747.0,0.5347,Home Improvement,Current,60654.5,MI
1953,2016-07-19,1432,66547.99,4.82,120,762.0,0.4037,Home Improvement,Current,431536.1,TX
1954,2025-08-24,2246,146527.56,7.22,120,826.0,0.1787,Business,Current,47370.79,PA
1955,2016-09-12,358,45737.3,14.96,120,624.0,0.1449,Home Improvement,Current,38292.81,PA
1956,2023-03-02,968,26819.26,10.77,60,663.0,0.123,Personal,Current,89291.42,NY
1957,2019-09-22,784,82395.79,9.22,60,678.0,0.3852,Education,Current,187268.37,PA
1958,2023-08-05,736,55228.45,12.52,84,655.0,0.1528,Education,Current,183280.96,Florida
1959,2023-10-23,1354,38970.69,7.05,120,796.0,0.138,Personal,Paid Off,33470.39,VA
1960,2021-03-31,1036,84297.75,5.13,84,803.0,0.4662,Education,Paid Off,36009.85,NJ
1961,2023-05-09,971,25249.89,8.87,60,727.0,0.2012,Auto,Current,36093.57,NJ
1962,2021-11-06,471,43815.86,12.37,36,664.0,0.3794,Auto,Current,499067.61,NY
1963,2021-12-12,656,15760.99,9.59,60,724.0,0.1334,Auto,Paid Off,28384.82,New Jersey
1964,2017-10-30,2378,72364.32,8.87,120,738.0,0.4729,Home Improvement,Current,43752.88,AZ
1965,2022-05-07,1910,35729.2,19.94,60,617.0,0.5035,Home Improvement,Current,48342.34,NJ
1966,2018-01-31,2355,42503.71,7.01,60,712.0,0.3808,Auto,Paid Off,32331.73,NY
1967,2024-08-08,1397,339653.19,15.29,84,644.0,0.0931,Business,Current,43150.49,NY
1968,2018-03-05,1537,42504.58,11.89,84,666.0,0.0854,Auto,Current,207487.3,FL
1969,2024-04-02,2035,71084.63,20.49,60,627.0,0.1282,Home Improvement,Current,34515.13,NC
1970,2022-03-26,2204,100453.88,12.87,36,699.0,0.4264,Business,Current,50736.57,NJ
1971,2025-10-21,1550,73436.33,16.61,60,580.0,0.3853,Home Improvement,Paid Off,28946.44,CT
1972,2020-03-09,1329,60183.29,6.04,60,790.0,0.1758,Home Improvement,Paid Off,471009.69,VA
1973,2021-01-27,1257,45251.37,6.87,60,742.0,0.4485,Personal,Current,47746.05,MA
1974,2020-09-25,2184,47527.1,18.96,60,509.0,0.2494,Auto,Delinquent,35092.84,NJ
1975,2018-10-15,1426,13760.72,7.4,120,733.0,0.1404,Auto,Current,535452.69,PA
1976,2018-08-18,1465,19353.36,7.32,60,749.0,0.1154,Auto,Current,418062.24,NJ
1977,2019-03-29,1556,27182.85,17.18,36,500.0,0.3972,Home Improvement,Delinquent,47086.04,IL
1978,2021-01-26,2178,12064.09,10.78,36,688.0,0.2044,Personal,Paid Off,49174.51,CA
1979,2016-07-08,1251,40575.27,14.18,84,608.0,0.384,Home Improvement,Paid Off,37520.75,PA
1980,2025-03-03,1700,45696.73,12.2,60,678.0,0.2792,Home Improvement,Current,405634.38,OH
1981,2024-03-24,1253,33999.36,20.07,120,594.0,0.5159,Home Improvement,Current,41738.87,GA
1982,2023-06-01,2467,47462.45,12.08,36,623.0,0.3874,Home Improvement,Delinquent,38652.98,Florida
1983,2020-12-02,2343,23497.35,12.04,84,640.0,0.5247,Auto,Paid Off,600062.8,NY
1984,2020-07-30,1237,56990.33,10.07,120,683.0,0.4317,Auto,Current,62631.7,NY
1985,2020-03-09,886,45128.5,6.26,84,820.0,0.2518,Education,Paid Off,33850.12,GA
1986,2018-02-17,80,73465.35,17.54,36,596.0,0.1741,Home Improvement,Delinquent,25812.06,TX
1987,2020-07-21,1173,32678.65,9.93,60,723.0,0.2048,Personal,Paid Off,158690.7,IL
1988,2017-10-18,815,34123.85,19.65,84,588.0,0.144,Auto,Delinquent,35759.9,NC
1989,2019-11-30,1853,39762.22,9.8,36,747.0,0.4442,Auto,Current,479141.9,TX
1990,2022-09-01,2022,28759.63,6.46,60,754.0,0.1364,Auto,Paid Off,527742.96,PA
1991,2020-11-14,672,32676.34,10.34,60,682.0,0.4713,Home Improvement,Current,129457.18,MD
1992,2023-10-11,2209,48616.48,14.49,36,610.0,0.1311,Home Improvement,Current,433344.6,PA
1993,2019-07-01,2466,32940.76,16.16,60,579.0,0.4021,Auto,Current,257560.45,NY
1994,2019-05-03,58,21977.64,20.11,60,595.0,0.394,Auto,Current,199523.95,TX
1995,2018-05-29,134,15474.87,6.48,60,836.0,0.372,Personal,Current,30208.96,WA
1996,2018-09-21,1141,32781.77,19.83,36,594.0,0.4162,Home Improvement,Current,74389.18,NY
1997,2022-08-06,934,50238.9,14.79,36,624.0,0.2262,Home Improvement,Paid Off,35689.9,PA
1998,2019-08-23,929,183993.4,12.99,36,633.0,0.4252,Business,Current,648779.9,Pennsylvania
1999,2023-04-16,824,12126.17,7.39,36,769.0,0.2742,Auto,Current,53118.84,PA
2000,2021-02-21,1433,35018.99,16.07,60,647.0,0.4098,Home Improvement,Delinquent,575784.57,PA
2001,2021-02-03,1393,18434.64,11.62,36,651.0,0.331,Auto,Current,36074.35,NY
2002,2019-12-25,1532,56756.67,9.4,84,714.0,0.48,Auto,Current,321000.63,MD
2003,2020-09-18,1215,35625.84,18.69,36,635.0,0.2348,Education,Current,36595.22,NC
2004,2022-09-30,505,34122.9,13.22,120,621.0,0.1785,Home Improvement,Paid Off,208804.35,NJ
2005,2021-01-13,2495,65110.41,6.42,36,817.0,0.4387,Home Improvement,Delinquent,220096.74,NJ
2006,2024-04-29,348,33082.71,13.17,120,660.0,0.5485,Home Improvement,Paid Off,34626.52,NY
2007,2020-12-18,1997,40682.43,10.28,60,663.0,0.2289,Auto,Delinquent,540888.37,CT
2008,2021-06-04,387,74663.6,7.31,60,703.0,0.5365,Home Improvement,Delinquent,45183.55,VA
2009,2015-11-29,1025,59001.42,12.46,60,662.0,0.2687,Home Improvement,Paid Off,475481.26,DE
2010,2018-07-07,1959,25450.15,19.47,60,644.0,0.1398,Personal,Current,38354.86,IL
2011,2024-08-22,1385,35947.35,9.98,36,722.0,0.3813,Auto,Paid Off,32440.85,MA
2012,2023-02-19,895,31782.41,6.88,36,746.0,0.2533,Auto,Current,32428.48,MD
2013,2020-02-10,829,31261.24,7.87,60,742.0,0.3309,Education,Current,33854.3,OH
2014,2024-10-28,2459,48414.46,20.43,60,581.0,0.2068,Personal,Current,35680.44,FL
2015,2024-09-07,476,11347.24,12.53,60,,0.3677,Auto,Delinquent,26845.68,NJ
2016,2016-12-11,1684,65430.78,7.37,84,702.0,0.464,Education,Current,36786.86,NY
2017,2023-01-15,2163,77951.27,17.22,60,582.0,0.3887,Home Improvement,Current,407924.77,WA
2018,2019-06-06,2352,37004.02,7.26,36,795.0,0.5347,Home Improvement,Current,55479.93,MD
2019,2021-06-19,2148,44591.48,5.13,84,756.0,0.166,Personal,Current,184113.24,IL
2020,2020-09-23,2111,74998.13,17.5,36,618.0,0.17,Home Improvement,Current,32541.33,New York
2021,2024-02-26,653,39997.96,5.49,60,761.0,0.1716,Home Improvement,Current,240003.99,PA
2022,2021-04-17,173,24807.99,11.82,36,675.0,0.3409,Auto,Current,145040.54,OH
2023,2017-01-14,1475,7774.42,18.4,84,635.0,0.3588,Personal,Default,366636.49,NJ
2024,2020-07-30,1150,46905.98,11.55,84,684.0,0.468,Auto,Current,569234.27,NY
2025,2022-08-24,39,14126.45,6.69,84,724.0,0.3203,Auto,Current,27565.7,NY
2026,2023-01-21,1555,31620.61,19.31,60,603.0,0.406,Personal,Current,32134.98,PA
2027,2020-06-05,2410,44511.38,18.34,60,619.0,0.526,Home Improvement,Current,36663.61,CA
2028,2020-07-05,714,21372.94,8.5,36,708.0,0.4263,Auto,Current,29792.56,MD
2029,2018-09-14,91,26281.88,10.93,60,697.0,0.3754,Education,Current,148199.72,TX
2030,2017-11-19,167,31430.17,16.56,84,546.0,0.4917,Personal,Paid Off,53080.22,PA
2031,2017-09-17,1206,34891.49,7.6,36,711.0,0.1606,Home Improvement,Current,38349.24,TX
2032,2019-03-01,876,17278.09,11.28,36,681.0,0.3234,Personal,Current,37734.47,AZ
2033,2023-07-19,445,63725.22,14.01,84,603.0,0.2379,Home Improvement,Paid Off,34605.51,PA
2034,2017-03-17,2174,39375.19,12.02,36,650.0,0.5152,Personal,Current,32739.31,NC
2035,2019-05-13,2315,30663.18,14.97,84,648.0,0.313,Auto,Paid Off,59153.15,NC
2036,2018-04-19,2458,44562.59,12.0,84,652.0,0.1014,Personal,Paid Off,32876.99,NY
2037,2018-01-13,1094,315404.24,9.29,120,737.0,0.3136,Business,Current,29200.18,NY
2038,2017-01-20,1828,30911.19,4.72,60,823.0,0.3929,Auto,Current,485816.36,DE
2039,2018-07-28,1156,51919.62,16.29,120,595.0,0.1214,Home Improvement,Paid Off,510899.99,NY
2040,2024-02-11,1325,20354.31,14.78,36,611.0,0.4025,Auto,Paid Off,155274.7,WA
2041,2022-03-28,217,60583.8,6.97,84,758.0,0.4991,Home Improvement,Current,38191.35,NJ
2042,2016-11-06,1351,73946.05,13.46,36,676.0,0.466,Home Improvement,Current,50869.99,NJ
2043,2019-11-03,511,13487.43,12.05,84,694.0,0.4599,Home Improvement,Current,34523.9,NJ
2044,2017-12-03,1681,478821.35,16.4,36,580.0,0.2495,Business,Current,35118.71,DE
2045,2022-11-28,500,191707.15,20.6,120,516.0,0.4505,Business,Paid Off,231143.76,MA
2046,2018-05-25,2110,264550.49,5.13,60,795.0,0.4665,Business,Current,38389.11,PA
2047,2017-08-28,1857,22857.98,7.49,60,782.0,0.5087,Home Improvement,Paid Off,574140.77,MA
